Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Layoff_Month,Layoff_Quarter,Funding_Status,Layoff_Level
Bird,Los Angeles,USA,North America,406.0,2020-03-27,30.0,1353.0,947.0,Transportation,Series D,623.0,2020,34.05223,-118.24368,3,1,Yes,Heavy
HOOQ,Singapore,Singapore,Asia,250.0,2020-03-27,100.0,250.0,0.0,Consumer,Unknown,95.0,2020,1.28967,103.85007,3,1,Yes,Heavy
DataRobot,Boston,USA,North America,200.0,2020-03-27,16.66666666666667,1200.0,1000.0,Data,Series E,430.0,2020,42.35843,-71.05977,3,1,Yes,Heavy
Blueground,New York City,USA,North America,130.0,2020-03-27,25.0,520.0,390.0,Real Estate,Series B,77.0,2020,40.71427,-74.00597,3,1,Yes,Moderate
Knotel,New York City,USA,North America,127.0,2020-03-27,30.0,423.0,296.0,Real Estate,Series C,560.0,2020,40.71427,-74.00597,3,1,Yes,Moderate
Getaround,San Francisco Bay Area,USA,North America,100.0,2020-03-27,25.0,400.0,300.0,Transportation,Series D,403.0,2020,37.77493,-122.41942,3,1,Yes,Moderate
Zipcar,Boston,USA,North America,100.0,2020-03-27,20.0,500.0,400.0,Transportation,Acquired,107.0,2020,42.35843,-71.05977,3,1,Yes,Moderate
Mogo,Vancouver,Canada,North America,78.0,2020-03-27,30.0,260.0,182.0,Finance,Post-Ipo,201.0,2020,49.24966,-123.11934,3,1,Yes,Moderate
Bench,Vancouver,Canada,North America,47.0,2020-03-27,10.0,470.0,423.0,Finance,Series B,49.0,2020,49.24966,-123.11934,3,1,Yes,Mild
Bevi,Boston,USA,North America,30.0,2020-03-27,20.0,150.0,120.0,Food,Series C,60.0,2020,42.35843,-71.05977,3,1,Yes,Mild
Textio,Seattle,USA,North America,30.0,2020-03-27,20.0,150.0,120.0,Recruiting,Unknown,41.0,2020,47.60621,-122.33207,3,1,Yes,Mild
B8ta,San Francisco Bay Area,USA,North America,250.0,2020-03-26,50.0,500.0,250.0,Retail,Series C,88.0,2020,37.77493,-122.41942,3,1,Yes,Heavy
Puppet,Portland,USA,North America,50.0,2020-03-26,10.0,500.0,450.0,Infrastructure,Series F,149.0,2020,45.52345,-122.67621,3,1,Yes,Moderate
Ecobee,Toronto,Canada,North America,47.0,2020-03-26,10.0,470.0,423.0,Energy,Series C,149.0,2020,43.70643,-79.39864,3,1,Yes,Mild
Peerspace,San Francisco Bay Area,USA,North America,41.0,2020-03-26,75.0,55.0,14.0,Real Estate,Series B,34.0,2020,37.77493,-122.41942,3,1,Yes,Mild
GoSpotCheck,Denver,USA,North America,23.0,2020-03-26,20.0,115.0,92.0,Retail,Series B,47.0,2020,39.73915,-104.9847,3,1,Yes,Mild
Consider.co,San Francisco Bay Area,USA,North America,13.0,2020-03-26,100.0,13.0,0.0,Other,Seed,5.0,2020,37.77493,-122.41942,3,1,Yes,Mild
TripActions,San Francisco Bay Area,USA,North America,300.0,2020-03-25,25.0,1200.0,900.0,Travel,Series D,182.0,2020,37.44188,-122.14302,3,1,Yes,Heavy
WanderJaunt,San Francisco Bay Area,USA,North America,56.0,2020-03-25,23.0,243.0,187.0,Travel,Series B,26.0,2020,37.77493,-122.41942,3,1,Yes,Moderate
OutboundEngine,Austin,USA,North America,52.0,2020-03-25,28.0,186.0,134.0,Marketing,Series C,48.0,2020,30.26715,-97.74306,3,1,Yes,Moderate
Wonderschool,San Francisco Bay Area,USA,North America,50.0,2020-03-25,75.0,67.0,17.0,Education,Series A,24.0,2020,37.77493,-122.41942,3,1,Yes,Moderate
Overtime,New York City,USA,North America,30.0,2020-03-25,23.0,130.0,100.0,Media,Series B,35.0,2020,40.71427,-74.00597,3,1,Yes,Mild
Jama,Portland,USA,North America,12.0,2020-03-25,5.0,240.0,228.0,Product,Unknown,233.0,2020,45.52345,-122.67621,3,1,Yes,Mild
Sonder,San Francisco Bay Area,USA,North America,400.0,2020-03-24,33.0,1212.0,812.0,Travel,Series D,359.0,2020,37.77493,-122.41942,3,1,Yes,Heavy
Foodsby,Minneapolis,USA,North America,87.0,2020-03-24,67.0,130.0,43.0,Food,Series B,20.0,2020,44.97997,-93.26384,3,1,Yes,Moderate
Zeus Living,San Francisco Bay Area,USA,North America,80.0,2020-03-24,30.0,267.0,187.0,Real Estate,Series B,79.0,2020,37.77493,-122.41942,3,1,Yes,Moderate
Compass,New York City,USA,North America,375.0,2020-03-23,15.0,2500.0,2125.0,Real Estate,Series G,1600.0,2020,40.71427,-74.00597,3,1,Yes,Heavy
Convene,New York City,USA,North America,150.0,2020-03-23,18.0,833.0,683.0,Real Estate,Series D,280.0,2020,40.71427,-74.00597,3,1,Yes,Moderate
Leafly,Seattle,USA,North America,91.0,2020-03-23,50.0,182.0,91.0,Retail,Acquired,2.0,2020,47.60621,-122.33207,3,1,Yes,Moderate
The Guild,Austin,USA,North America,38.0,2020-03-23,22.0,173.0,135.0,Travel,Series B,36.0,2020,30.26715,-97.74306,3,1,Yes,Mild
GrayMeta,Los Angeles,USA,North America,20.0,2020-03-23,40.0,50.0,30.0,Data,Unknown,7.0,2020,34.05223,-118.24368,3,1,Yes,Mild
Triplebyte,San Francisco Bay Area,USA,North America,15.0,2020-03-23,17.0,88.0,73.0,Recruiting,Series B,48.0,2020,37.77493,-122.41942,3,1,Yes,Mild
Ladder Life,San Francisco Bay Area,USA,North America,13.0,2020-03-23,25.0,52.0,39.0,Finance,Series C,94.0,2020,37.44188,-122.14302,3,1,Yes,Mild
Flywheel Sports,New York City,USA,North America,784.0,2020-03-20,98.0,800.0,16.0,Fitness,Acquired,120.0,2020,40.71427,-74.00597,3,1,Yes,Heavy
CTO.ai,Vancouver,Canada,North America,30.0,2020-03-20,50.0,60.0,30.0,Infrastructure,Seed,7.0,2020,49.24966,-123.11934,3,1,Yes,Mild
Remote Year,Chicago,USA,North America,50.0,2020-03-19,50.0,100.0,50.0,Travel,Series B,17.0,2020,41.85003,-87.65005,3,1,Yes,Moderate
Flytedesk,Boulder,USA,North America,4.0,2020-03-18,20.0,20.0,16.0,Marketing,Seed,4.0,2020,40.01499,-105.27055,3,1,Yes,Mild
Inspirato,Denver,USA,North America,130.0,2020-03-16,22.0,591.0,461.0,Travel,Series C,79.0,2020,39.73915,-104.9847,3,1,Yes,Moderate
Help.com,Austin,USA,North America,16.0,2020-03-16,100.0,16.0,0.0,Support,Seed,6.0,2020,30.26715,-97.74306,3,1,Yes,Mild
HopSkipDrive,Los Angeles,USA,North America,8.0,2020-03-13,10.0,80.0,72.0,Transportation,Unknown,45.0,2020,34.05223,-118.24368,3,1,Yes,Mild
Panda Squad,San Francisco Bay Area,USA,North America,6.0,2020-03-13,75.0,8.0,2.0,Consumer,Seed,1.0,2020,37.77493,-122.41942,3,1,Yes,Mild
Tamara Mellon,Los Angeles,USA,North America,20.0,2020-03-12,40.0,50.0,30.0,Retail,Series C,90.0,2020,34.05223,-118.24368,3,1,Yes,Mild
ChowNow,Los Angeles,USA,North America,60.0,2024-03-28,20.0,300.0,240.0,Food,Series C,64.0,2024,34.05223,-118.24368,3,1,Yes,Moderate
Synctera,San Francisco Bay Area,USA,North America,17.0,2024-03-26,15.0,113.0,96.0,Finance,Series A,79.0,2024,37.77493,-122.41942,3,1,Yes,Mild
Dell,Austin,USA,North America,6000.0,2024-03-25,5.0,120000.0,114000.0,Hardware,Post-Ipo,182.0,2024,30.26715,-97.74306,3,1,Yes,Heavy
ShopBack,Singapore,Singapore,Asia,195.0,2024-03-19,24.0,813.0,618.0,Retail,Series F,355.0,2024,1.28967,103.85007,3,1,Yes,Moderate
Orbotech,Yavne,Israel,Asia,100.0,2024-03-19,15.0,551.5,0.0,Manufacturing,Acquired,182.0,2024,31.8768863,34.7382974,3,1,Yes,Moderate
Flock Freight,San Diego,USA,North America,54.0,2024-03-16,15.0,551.5,450.0,Logistics,Series D,399.0,2024,32.71571,-117.16472,3,1,Yes,Moderate
Chipper Cash,San Francisco Bay Area,USA,North America,20.0,2024-03-15,15.0,551.5,450.0,Finance,Series C,302.0,2024,37.77493,-122.41942,3,1,Yes,Mild
Textio,Seattle,USA,North America,14.0,2024-03-14,16.0,88.0,74.0,Recruiting,Unknown,42.0,2024,47.60621,-122.33207,3,1,Yes,Mild
Stash,New York City,USA,North America,80.0,2024-03-13,25.0,320.0,240.0,Finance,Unknown,480.0,2024,40.71427,-74.00597,3,1,Yes,Moderate
Phantom Auto,San Francisco Bay Area,USA,North America,100.0,2024-03-12,100.0,100.0,0.0,Transportation,Unknown,86.0,2024,37.77493,-122.41942,3,1,Yes,Moderate
Deadspin,New York City,USA,North America,11.0,2024-03-11,100.0,11.0,0.0,Media,Acquired,182.0,2024,40.71427,-74.00597,3,1,Yes,Mild
Niche,Pittsburgh,USA,North America,24.0,2024-03-08,7.0,343.0,319.0,Education,Series C,44.0,2024,40.44062,-79.99589,3,1,Yes,Mild
Turnitin,San Francisco Bay Area,USA,North America,15.0,2024-03-07,2.0,750.0,735.0,Education,Acquired,182.0,2024,37.77493,-122.41942,3,1,Yes,Mild
Sorare,New York City,USA,North America,22.0,2024-03-06,13.0,169.0,147.0,Crypto,Series B,739.0,2024,40.71427,-74.00597,3,1,Yes,Mild
MessageBird,Amsterdam,Netherlands,Europe,90.0,2024-03-05,20.0,450.0,360.0,Other,Series C,1100.0,2024,52.37403,4.88969,3,1,Yes,Moderate
Edgio,Phoenix,USA,North America,80.0,2024-03-04,10.0,800.0,720.0,Infrastructure,Post-Ipo,462.0,2024,33.44838,-112.07404,3,1,Yes,Moderate
Melio,New York City,USA,North America,40.0,2024-03-04,7.0,571.0,531.0,Finance,Series D,504.0,2024,40.71427,-74.00597,3,1,Yes,Mild
Our Next Energy,Detroit,USA,North America,40.0,2024-03-04,13.0,308.0,268.0,Transportation,Series B,390.0,2024,42.33143,-83.04575,3,1,Yes,Mild
Project Ronin,San Francisco Bay Area,USA,North America,150.0,2024-03-01,100.0,150.0,0.0,Healthcare,Unknown,182.0,2024,37.77493,-122.41942,3,1,Yes,Moderate
Pristyn Care,Gurugram,India,Asia,120.0,2024-03-01,7.0,1714.0,1594.0,Healthcare,Series E,177.0,2024,28.4601,77.02635,3,1,Yes,Moderate
Gro Intelligence,New York City,USA,North America,90.0,2024-03-01,60.0,150.0,60.0,Food,Series B,118.0,2024,40.71427,-74.00597,3,1,Yes,Moderate
Electronic Arts,San Francisco Bay Area,USA,North America,670.0,2024-02-28,5.0,13400.0,12730.0,Consumer,Post-Ipo,2.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Vacasa,Portland,USA,North America,320.0,2024-02-28,5.0,6400.0,6080.0,Travel,Post-Ipo,834.0,2024,45.52345,-122.67621,2,1,Yes,Heavy
Treasury Prime,San Francisco Bay Area,USA,North America,40.0,2024-02-28,40.0,100.0,60.0,Finance,Series C,71.0,2024,37.77493,-122.41942,2,1,Yes,Mild
Sony Interactive,San Francisco Bay Area,USA,North America,900.0,2024-02-27,8.0,11250.0,10350.0,Consumer,Subsidiary,182.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Bumble,Austin,USA,North America,350.0,2024-02-27,30.0,1167.0,817.0,Consumer,Post-Ipo,313.0,2024,30.26715,-97.74306,2,1,Yes,Heavy
PropertyGuru,Singapore,Singapore,Asia,79.0,2024-02-27,15.0,551.5,450.0,Real Estate,Post-Ipo,676.0,2024,1.28967,103.85007,2,1,Yes,Moderate
Expedia,Seattle,USA,North America,1500.0,2024-02-26,8.0,18750.0,17250.0,Travel,Post-Ipo,3300.0,2024,47.60621,-122.33207,2,1,Yes,Heavy
WayCool,Chennai,India,Asia,70.0,2024-02-26,15.0,551.5,450.0,Food,Unknown,363.0,2024,13.08784,80.27847,2,1,Yes,Moderate
Redesign Health,New York City,USA,North America,77.0,2024-02-23,15.0,551.5,450.0,Healthcare,Series C,315.0,2024,40.71427,-74.00597,2,1,Yes,Moderate
Carbon Health,San Francisco Bay Area,USA,North America,56.0,2024-02-23,15.0,551.5,450.0,Healthcare,Series D,522.0,2024,37.77493,-122.41942,2,1,Yes,Moderate
Affirm,Pittsburgh,USA,North America,60.0,2024-02-21,15.0,551.5,450.0,Finance,Post-Ipo,1500.0,2024,40.44062,-79.99589,2,1,Yes,Moderate
Finder,Sydney,Australia,Australia,60.0,2024-02-21,17.0,353.0,292.0,Retail,Unknown,30.0,2024,-33.86785,151.20732,2,1,Yes,Moderate
Aptiv,Krakow,Poland,Europe,250.0,2024-02-20,15.0,551.5,450.0,Transportation,Post-Ipo,8.0,2024,50.0619474,19.9368564,2,1,Yes,Heavy
Tails.com,London,United Kingdom,Europe,55.0,2024-02-20,25.0,220.0,165.0,Retail,Series A,5.0,2024,51.50853,-0.12574,2,1,Yes,Moderate
Farfetch,London,United Kingdom,Europe,2000.0,2024-02-16,25.0,8000.0,6000.0,Retail,Acquired,1700.0,2024,51.50853,-0.12574,2,1,Yes,Heavy
Voi,Stockholm,Sweden,Europe,120.0,2024-02-16,12.0,1000.0,880.0,Transportation,Series D,515.0,2024,59.32938,18.06871,2,1,Yes,Moderate
Toast,Boston,USA,North America,550.0,2024-02-15,10.0,5500.0,4950.0,Food,Post-Ipo,962.0,2024,42.35843,-71.05977,2,1,Yes,Heavy
Sonder,San Francisco Bay Area,USA,North America,106.0,2024-02-15,17.0,623.0,517.0,Travel,Post-Ipo,839.0,2024,37.77493,-122.41942,2,1,Yes,Moderate
Storytel,Stockholm,Sweden,Europe,80.0,2024-02-15,13.0,615.0,535.0,Consumer,Post-Ipo,312.0,2024,59.32938,18.06871,2,1,Yes,Moderate
Gro Intelligence,New York City,USA,North America,20.0,2024-02-15,10.0,200.0,180.0,Food,Series B,118.0,2024,40.71427,-74.00597,2,1,Yes,Mild
Cisco,San Francisco Bay Area,USA,North America,4250.0,2024-02-14,5.0,85000.0,80750.0,Infrastructure,Post-Ipo,2.0,2024,37.3361663,-121.890591,2,1,Yes,Heavy
Wint Wealth,Nashik,India,Asia,19.0,2024-02-14,20.0,95.0,76.0,Finance,Series A,16.0,2024,20.0112475,73.7902364,2,1,Yes,Mild
Instacart,San Francisco Bay Area,USA,North America,250.0,2024-02-13,7.0,3571.0,3321.0,Food,Post-Ipo,2900.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Redesign Health,New York City,USA,North America,77.0,2024-02-13,15.0,551.5,450.0,Healthcare,Unknown,315.0,2024,40.71427,-74.00597,2,1,Yes,Moderate
Mozilla,San Francisco Bay Area,USA,North America,60.0,2024-02-13,5.0,1200.0,1140.0,Consumer,Unknown,2.0,2024,37.77493,-122.41942,2,1,Yes,Moderate
Impinj,Seattle,USA,North America,50.0,2024-02-13,10.0,500.0,450.0,Other,Post-Ipo,137.0,2024,47.60621,-122.33207,2,1,Yes,Moderate
Riskified,New York City,USA,North America,40.0,2024-02-13,6.0,667.0,627.0,Retail,Post-Ipo,229.0,2024,40.71427,-74.00597,2,1,Yes,Mild
SiriusXM,New York City,USA,North America,160.0,2024-02-12,3.0,5333.0,5173.0,Media,Post-Ipo,525.0,2024,40.71427,-74.00597,2,1,Yes,Moderate
Licious,Bengaluru,India,Asia,80.0,2024-02-09,3.0,2667.0,2587.0,Food,Series F,490.0,2024,12.97194,77.59369,2,1,Yes,Moderate
BlissClub,Bengaluru,India,Asia,21.0,2024-02-09,18.0,117.0,96.0,Retail,Series A,20.0,2024,12.97194,77.59369,2,1,Yes,Mild
Pure Storage,San Francisco Bay Area,USA,North America,275.0,2024-02-08,15.0,551.5,450.0,Data,Post-Ipo,529.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Otovo,Oslo,Norway,Europe,65.0,2024-02-08,15.0,433.0,368.0,Energy,Post-Ipo,247.0,2024,59.91273,10.74609,2,1,Yes,Moderate
Grammarly,San Francisco Bay Area,USA,North America,230.0,2024-02-07,15.0,551.5,450.0,Consumer,Unknown,400.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Fireblocks,New York City,USA,North America,20.0,2024-02-07,3.0,667.0,647.0,Crypto,Series E,1000.0,2024,40.71427,-74.00597,2,1,Yes,Mild
DocuSign,San Francisco Bay Area,USA,North America,440.0,2024-02-06,6.0,7333.0,6893.0,Sales,Post-Ipo,536.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Amazon,Seattle,USA,North America,400.0,2024-02-06,15.0,551.5,450.0,Retail,Post-Ipo,108.0,2024,47.60621,-122.33207,2,1,Yes,Heavy
Snap,Los Angeles,USA,North America,500.0,2024-02-05,10.0,5000.0,4500.0,Consumer,Post-Ipo,4900.0,2024,34.05223,-118.24368,2,1,Yes,Heavy
Drizly,Boston,USA,North America,168.0,2024-02-05,100.0,168.0,0.0,Retail,Acquired,119.0,2024,42.35843,-71.05977,2,1,Yes,Moderate
BillGO,Fort Collins,USA,North America,80.0,2024-02-05,15.0,551.5,450.0,Finance,Series B,119.0,2024,40.5871782,-105.0770113,2,1,Yes,Moderate
Impact.com,Los Angeles,USA,North America,40.0,2024-02-05,3.0,1333.0,1293.0,Sales,Private,361.0,2024,34.05223,-118.24368,2,1,Yes,Mild
Cue Health,San Diego,USA,North America,245.0,2024-02-02,30.0,817.0,572.0,Healthcare,Post-Ipo,899.0,2024,32.71571,-117.16472,2,1,Yes,Heavy
Top Hat,Toronto,Canada,North America,35.0,2024-02-02,7.0,500.0,465.0,Education,Series E,234.0,2024,43.70643,-79.39864,2,1,Yes,Mild
Okta,San Francisco Bay Area,USA,North America,400.0,2024-02-01,7.0,5714.0,5314.0,Security,Post-Ipo,1200.0,2024,37.77493,-122.41942,2,1,Yes,Heavy
Zoom,San Francisco Bay Area,USA,North America,150.0,2024-02-01,2.0,7500.0,7350.0,Other,Post-Ipo,276.0,2024,37.3361663,-121.890591,2,1,Yes,Moderate
Illumina,San Diego,USA,North America,111.0,2024-02-01,15.0,551.5,450.0,Healthcare,Post-Ipo,28.0,2024,32.71571,-117.16472,2,1,Yes,Moderate
Polygon,Cayman Islands,Cayman Islands,North America,60.0,2024-02-01,19.0,316.0,256.0,Crypto,Unknown,451.0,2024,19.7031822,-79.9174627,2,1,Yes,Moderate
Proofpoint,San Francisco Bay Area,USA,North America,280.0,2024-01-31,6.0,4667.0,4387.0,Security,Acquired,885.0,2024,37.77493,-122.41942,1,1,Yes,Heavy
Trove Recommer…,San Francisco Bay Area,USA,North America,130.0,2024-01-31,15.0,551.5,450.0,Retail,Series E,152.0,2024,37.77493,-122.41942,1,1,Yes,Moderate
CircleCI,San Francisco Bay Area,USA,North America,100.0,2024-01-31,15.0,551.5,450.0,Product,Series F,315.0,2024,37.77493,-122.41942,1,1,Yes,Moderate
Thinx,New York City,USA,North America,95.0,2024-01-31,15.0,551.5,450.0,Retail,Acquired,26.0,2024,40.71427,-74.00597,1,1,Yes,Moderate
Innoviz,Tel Aviv,Israel,Europe,60.0,2024-01-31,13.0,462.0,402.0,Transportation,Post-Ipo,547.0,2024,32.08088,34.78057,1,1,Yes,Moderate
PayPal,San Francisco Bay Area,USA,North America,2500.0,2024-01-30,9.0,27778.0,25278.0,Finance,Post-Ipo,216.0,2024,37.3361663,-121.890591,1,1,Yes,Heavy
Block,San Francisco Bay Area,USA,North America,1000.0,2024-01-30,10.0,10000.0,9000.0,Finance,Post-Ipo,150.0,2024,37.77493,-122.41942,1,1,Yes,Heavy
Kiwi.com,Brno,Czech Republic,Europe,216.0,2024-01-30,18.0,1200.0,984.0,Travel,Unknown,107.0,2024,40.741895,-73.989308,1,1,Yes,Heavy
Aurora Solar,San Francisco Bay Area,USA,North America,111.0,2024-01-30,20.0,555.0,444.0,Energy,Series D,523.0,2024,37.77493,-122.41942,1,1,Yes,Moderate
Wattpad,Toronto,Canada,North America,20.0,2024-01-30,10.0,200.0,180.0,Media,Acquired,117.0,2024,43.70643,-79.39864,1,1,Yes,Mild
TechCrunch,San Francisco Bay Area,USA,North America,7.0,2024-01-30,15.0,551.5,450.0,Media,Acquired,182.0,2024,37.77493,-122.41942,1,1,Yes,Mild
iRobot,Boston,USA,North America,350.0,2024-01-29,31.0,1129.0,779.0,Consumer,Post-Ipo,30.0,2024,42.35843,-71.05977,1,1,Yes,Heavy
DispatchHealth,Denver,USA,North America,88.0,2024-01-29,15.0,551.5,450.0,Healthcare,Series E,733.0,2024,39.73915,-104.9847,1,1,Yes,Moderate
Salesforce,San Francisco Bay Area,USA,North America,700.0,2024-01-26,1.0,70000.0,69300.0,Sales,Post-Ipo,65.0,2024,37.77493,-122.41942,1,1,Yes,Heavy
Microsoft,Seattle,USA,North America,1900.0,2024-01-25,15.0,551.5,450.0,Other,Post-Ipo,1.0,2024,47.60621,-122.33207,1,1,Yes,Heavy
Swiggy,Bengaluru,India,Asia,400.0,2024-01-25,7.0,5714.0,5314.0,Food,Unknown,3600.0,2024,12.97194,77.59369,1,1,Yes,Heavy
Veho,Boulder,USA,North America,65.0,2024-01-25,19.0,342.0,277.0,Logistics,Series B,299.0,2024,40.01499,-105.27055,1,1,Yes,Moderate
Amperity,Seattle,USA,North America,20.0,2024-01-25,15.0,551.5,450.0,Marketing,Series D,187.0,2024,47.60621,-122.33207,1,1,Yes,Mild
MVPindex,Austin,USA,North America,12.0,2024-01-25,30.0,40.0,28.0,Marketing,Series B,27.0,2024,30.26715,-97.74306,1,1,Yes,Mild
Personio,Munich,Germany,Europe,100.0,2024-01-24,15.0,551.5,450.0,Hr,Series E,724.0,2024,48.13743,11.57549,1,1,Yes,Moderate
Storytel,Stockholm,Sweden,Europe,80.0,2024-01-24,13.0,615.0,535.0,Media,Post-Ipo,275.0,2024,59.32938,18.06871,1,1,Yes,Moderate
SAP,Walldorf,Germany,Europe,8000.0,2024-01-23,7.0,114286.0,106286.0,Other,Post-Ipo,1300.0,2024,49.99472,8.58361,1,1,Yes,Heavy
eBay,San Francisco Bay Area,USA,North America,1000.0,2024-01-23,9.0,11111.0,10111.0,Retail,Post-Ipo,1200.0,2024,37.77493,-122.41942,1,1,Yes,Heavy
Vroom,New York City,USA,North America,800.0,2024-01-23,90.0,889.0,89.0,Transportation,Post-Ipo,1300.0,2024,40.71427,-74.00597,1,1,Yes,Heavy
Brex,San Francisco Bay Area,USA,North America,282.0,2024-01-23,20.0,1410.0,1128.0,Finance,Series D,1500.0,2024,37.77493,-122.41942,1,1,Yes,Heavy
Cure.fit,Bengaluru,India,Asia,120.0,2024-01-23,15.0,551.5,450.0,Fitness,Series F,625.0,2024,12.97194,77.59369,1,1,Yes,Moderate
GoStudent,Vienna,Austria,Europe,100.0,2024-01-23,15.0,551.5,450.0,Education,Series D,686.0,2024,48.20849,16.37208,1,1,Yes,Moderate
GoTo,Boston,USA,North America,29.0,2024-01-23,15.0,551.5,450.0,Other,Acquired,2.0,2024,42.35843,-71.05977,1,1,Yes,Mild
Seedr,London,United Kingdom,Europe,15.0,2024-01-23,15.0,551.5,450.0,Finance,Acquired,28.0,2024,51.50853,-0.12574,1,1,Yes,Mild
Riot Games,Los Angeles,USA,North America,530.0,2024-01-22,11.0,4818.0,4288.0,Consumer,Acquired,21.0,2024,34.05223,-118.24368,1,1,Yes,Heavy
Xendit,Jakarta,Indonesia,Asia,200.0,2024-01-22,15.0,551.5,450.0,Finance,Series D,534.0,2024,-6.21462,106.84513,1,1,Yes,Heavy
TikTok,Los Angeles,USA,North America,60.0,2024-01-22,15.0,551.5,450.0,Consumer,Acquired,182.0,2024,34.05223,-118.24368,1,1,Yes,Moderate
SolarEdge,Tel Aviv,Israel,Asia,900.0,2024-01-21,16.0,5625.0,4725.0,Energy,Post-Ipo,155.0,2024,32.08088,34.78057,1,1,Yes,Heavy
Wayfair,Boston,USA,North America,1650.0,2024-01-19,13.0,12692.0,11042.0,Retail,Post-Ipo,1700.0,2024,42.35843,-71.05977,1,1,Yes,Heavy
Amazon,Seattle,USA,North America,30.0,2024-01-18,15.0,551.5,450.0,Retail,Post-Ipo,108.0,2024,47.60621,-122.33207,1,1,Yes,Mild
YouTube,San Francisco Bay Area,USA,North America,100.0,2024-01-17,15.0,551.5,450.0,Media,Acquired,11.0,2024,37.3893889,-122.0832101,1,1,Yes,Moderate
Sirplus,Berlin,Germany,Europe,60.0,2024-01-17,15.0,551.5,450.0,Food,Seed,182.0,2024,52.52437,13.41053,1,1,Yes,Moderate
SonderMind,Denver,USA,North America,49.0,2024-01-16,17.0,288.0,239.0,Healthcare,Series C,183.0,2024,39.73915,-104.9847,1,1,Yes,Mild
First Mode,Seattle,USA,North America,48.0,2024-01-16,20.0,240.0,192.0,Transportation,Acquired,9.0,2024,47.60621,-122.33207,1,1,Yes,Mild
Veeam,Columbus,USA,North America,300.0,2024-01-12,15.0,551.5,450.0,Data,Acquired,500.0,2024,39.96118,-82.99879,1,1,Yes,Heavy
GrabCAD,Tallinn,Estonia,Europe,13.0,2024-01-12,15.0,551.5,450.0,Other,Acquired,28.0,2024,59.43696,24.75353,1,1,Yes,Mild
New Work SE,Hamburg,Germany,Europe,400.0,2024-01-11,15.0,551.5,450.0,Consumer,Post-Ipo,182.0,2024,53.55073,9.99302,1,1,Yes,Heavy
Playtika,Tel Aviv,Israel,Asia,300.0,2024-01-11,10.0,3000.0,2700.0,Consumer,Post-Ipo,182.0,2024,32.08088,34.78057,1,1,Yes,Heavy
Discord,San Francisco Bay Area,USA,North America,170.0,2024-01-11,17.0,1000.0,830.0,Consumer,Series H,995.0,2024,37.77493,-122.41942,1,1,Yes,Moderate
Inmobi,Bengaluru,India,Asia,125.0,2024-01-11,5.0,2500.0,2375.0,Marketing,Unknown,320.0,2024,12.97194,77.59369,1,1,Yes,Moderate
Audible,New York City,USA,North America,100.0,2024-01-11,5.0,2000.0,1900.0,Media,Acquired,14.0,2024,40.71427,-74.00597,1,1,Yes,Moderate
7Shifts,Saskatoon,Canada,North America,68.0,2024-01-11,19.0,358.0,290.0,Food,Series C,131.0,2024,52.13238,-106.66892,1,1,Yes,Moderate
Sisense,New York City,USA,North America,60.0,2024-01-11,13.0,461.0,401.0,Data,Series F,274.0,2024,40.71427,-74.00597,1,1,Yes,Moderate
Cloudflare,San Francisco Bay Area,USA,North America,40.0,2024-01-11,15.0,551.5,450.0,Security,Post-Ipo,332.0,2024,37.77493,-122.41942,1,1,Yes,Mild
Citrix,Miami,USA,North America,1000.0,2024-01-10,12.0,8333.0,7333.333333333334,Infrastructure,Acquired,20.0,2024,25.77427,-80.19366,1,1,Yes,Heavy
Google,San Francisco Bay Area,USA,North America,1000.0,2024-01-10,15.0,551.5,450.0,Consumer,Post-Ipo,26.0,2024,37.3893889,-122.0832101,1,1,Yes,Heavy
IAC,New York City,USA,North America,330.0,2024-01-10,15.0,551.5,450.0,Consumer,Post-Ipo,182.0,2024,40.71427,-74.00597,1,1,Yes,Heavy
